miRNA_ID	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped	reads_per_million_miRNA_mapped
hsa-mir-6718	0.139002	0.235436	2.428198	0	0.419134	0	0	0.359294	0.171812	0.172554	0.149398	0.261156	0.604094	0	0.480366	0.54099	0.130541	0	0.234403	0.250069	0	0	0.154856	0.291653	0	0.117476	0.291554	0.49018	0	0	0	0	0	0	0.166014	0.562173	0	0.406455	0	0.25553	0	0	0.146601	0	0	0.137501	0.295068	0	0.669096	0.321775	0	0.219953	1.166924	0	0.367906	0.125151	0.605094	0.232712	0	0.151154	0.231983	0	0.642825	2.942982	0.253997	0.642477
hsa-mir-6719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176207	0	0	0	0	0	0	0	0	0.291554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146601	0	0	0	0	0	0	0	0	0	0	0	0	0.125151	0.201698	0	0	0	0	0	0	0	0.126998	0
hsa-mir-6721	0	0	0	0.11921	0	0	0	0	0	0	0	0.261156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.199382	0	0	0	0	0	0	0	0.170349	0	0	0	0	0	0	0.223032	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6723	0.278005	0.706307	0	0.596051	1.676537	4.470262	0.644741	1.676705	0.859061	0.172554	0.149398	0.261156	1.610918	0.892175	0.960732	1.081981	0.522165	1.057241	0.468805	0	0.397126	0.323345	1.083992	1.60409	1.088735	0	0.291554	0.163393	0.802936	1.052161	0.965913	0.87576	0.963159	0.199382	1.494122	1.967606	0.383576	1.761307	1.432424	0.25553	0.308198	0.170349	0	0.134329	0.171715	0.825005	0.442602	0.708649	0	0.160888	0.379996	0.439906	3.241455	2.161421	0.183953	0.625754	1.613584	1.163561	0.446776	0.75577	0	0.252245	0.964238	0.392398	0.507993	0
hsa-mir-6724-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6724-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6724-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6724-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6726	0	0	0.4047	0	0	0	0	0.239529	0.171812	0.172554	0	0.261156	0	0	0.160122	0	0.130541	0	0	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0	0	0	0	0	0.127765	0.154099	0	0	0	0.171715	0	0	0	0.223032	0.321775	0	0	0	0	0	0	0	0.116356	0	0	0.231983	0	0.321413	0	0.126998	0
hsa-mir-6727	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170349	0	0	0.171715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196199	0	0.214159
hsa-mir-6729	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146601	0.134329	0	0.137501	0	0	0	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-6730	0.278005	0.117718	0	0.23842	0.209567	0.235277	0.32237	0	0	0	0.448195	0	0.604094	0.223044	0.480366	0	0.522165	0	0	0	0.397126	0	0.619424	0	0.435494	0	0.291554	0	0	0.300617	0.386365	0.43788	0	0	0.830068	0.281087	0.383576	0.541941	0.477475	0.127765	0.154099	0.170349	0.293203	0.805974	0.515145	0.137501	0.295068	0.850378	0	0.482663	0.379996	0.219953	0.259316	0	0	0.125151	0.201698	0.116356	0.446776	0.151154	0.231983	0	0	0.392398	0.126998	0
hsa-mir-6731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.250069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135485	0	0.25553	0	0.170349	0	0	0	0	0	0.14173	0	0	0	0	0	0	0	0	0	0	0	0.151154	0	0	0	0	0	0.856637
hsa-mir-6732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.234403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6733	0	0.353154	0	0.11921	0	0.235277	0.32237	0.359294	0.171812	0.345108	0.448195	0	0	0.223044	0.160122	0.901651	0	0.704828	0	0	0.397126	0.161672	0.154856	0.145826	0.217747	0.234952	0	0.163393	0.53529	0.150309	0	0.29192	0.137594	0.199382	0	0	0.575363	0	0	0	0.770496	0.170349	0.146601	0.134329	0.171715	0.137501	0.147534	0.283459	0	0	0	0.219953	0.648291	0.540355	0.551858	0.250302	0	0.116356	0.223388	0.302308	0	0	0	0	0.253997	0.214159
hsa-mir-6734	0.139002	0	0	0	0.209567	0	0.32237	0.239529	0.171812	0.345108	0.149398	0	0	0	0.320244	0.18033	0	0	0.234403	0	0	0	0.154856	0	0.435494	0	0.145777	0.98036	0	0	0.386365	0.14596	0.137594	0	0	0.281087	0.383576	0.135485	0	0.127765	0.154099	0.170349	0	0.134329	0.34343	0	0	0.14173	0.446064	0	0	0	0.388975	0.270178	0.551858	0.125151	0	0.116356	0	0.151154	0	0	0	0.392398	0.253997	0
hsa-mir-6735	0.139002	0	0	0	0	0	0	0	0	0	0	0	0	0.223044	0	0	0.130541	0	0	0	0.198563	0	0	0	0	0	0.145777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34343	0	0	0.14173	0	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0.196199	0	0
hsa-mir-6736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.320244	0	0	0	0	0	0	0	0.154856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6737	0	0.117718	0	0.23842	0.209567	0	0	0	0	0	0	0	0	0	0.160122	0	0	0.176207	0	0	0	0.161672	0	0	0	0	0	0	0	0	0	0	0	0.199382	0	0	0.191788	0	0	0	0.154099	0	0	0	0.171715	0.137501	0	0	0	0	0.253331	0	0.129658	0	0.367906	0	0	0	0.223388	0	0	0	0	0	0	0.214159
hsa-mir-6738	0	0	0	0	0	0	0	0	0	0	0	0.261156	0	0	0	0	0	0	0	0	0	0	0	0	0.217747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147534	0	0	0	0	0	0	0	0	0	0.201698	0	0	0	0	0	0	0	0	0
hsa-mir-6739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.14596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.232712	0	0	0	0	0	0	0	0
hsa-mir-6740	0	0	0	0.11921	0	0	0	0	0	0.172554	0	0	0	0	0	0	0	0	0.234403	0	0	0	0	0	0	0	0	0	0.267645	0	0.193183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.223032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6741	0	0.117718	0	0.23842	0	0	0	0	0	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0	0	0	0	0.145777	0.163393	0	0	0	0.14596	0	0	0	0.281087	0	0	0	0	0	0.170349	0	0	0	0	0	0	0	0	0.126665	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0.126998	0
hsa-mir-6742	0	0	0	0	0	0	0	0	0	0	0	0	0.201365	0	0	0	0	0.176207	0	0	0	0	0	0.145826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6743	0	0	0	0	0	0	0	0	0	0.345108	0	0	0	0	0.160122	0	0.130541	0	0	0	0.198563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146601	0	0.171715	0	0	0	0	0	0.126665	0	0	0	0.183953	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0.214159
hsa-mir-6747	0	0	0.809399	0.11921	0.209567	0	0	0.239529	0.343624	0.345108	0	0	0	0.223044	0.320244	0	0.261082	0	0.234403	0.500138	0	0	0.154856	0	0.217747	0	0	0.326787	0	0.150309	0	0	0	0	0	0	0	0	0	0	0	0	0.439804	0	0	0	0.147534	0.283459	0.223032	0	0.379996	0.219953	0	0.270178	0.183953	0.125151	0.403396	0.116356	0.223388	0.151154	0.231983	0	0	0.196199	0	0
hsa-mir-6748	0	0	0	0	0.209567	0	0.32237	0	0	0	0	0	0	0	0	0	0.130541	0.176207	0	0	0.397126	0	0	0.145826	0	0	0	0	0	0	0	0	0	0	0.166014	0.281087	0	0	0	0	0	0.170349	0.146601	0.134329	0.34343	0	0	0	0	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0.642825	0	0.126998	0.214159
hsa-mir-6749	0	0.117718	0	0	0	0	0	0	0.171812	0.172554	0	0	0	0	0.160122	0.18033	0	0	0	0	0	0	0	0	0	0.117476	0.145777	0.163393	0	0	0	0	0	0.199382	0	0	0.191788	0.27097	0	0	0	0	0	0	0.171715	0	0	0.14173	0	0	0	0	0	0	0	0.125151	0	0.232712	0	0	0	0	0	0	0	0
hsa-mir-675	8.479146	7.29851	2.428198	5.126039	1.886104	2.117493	19.503414	18.204221	1.718122	2.070646	2.539771	7.834666	2.013647	4.906964	10.087684	11.721458	6.396519	5.11	1.87522	3.751035	7.346838	5.820201	2.632552	15.020112	3.048457	1.527187	13.994604	11.600932	21.946905	9.319142	0.386365	14.012154	1.513535	11.962903	2.656217	12.086725	4.602907	10.025901	8.117071	3.705188	1.078694	4.429085	2.19902	1.074631	10.989766	3.02502	2.803148	8.645514	8.698245	19.306519	6.839937	4.17911	14.132744	7.02462	13.428552	3.504224	1.411886	3.141615	8.93552	4.534618	6.727503	8.324091	15.106396	4.120175	7.873896	35.764575
hsa-mir-6750	0.139002	0.117718	0	0.11921	0	0	0	0.119765	0.171812	0.345108	0	0.261156	0.402729	0.223044	0.320244	0.18033	0	0	0	0	0.198563	0	0	0	0	0.117476	0.145777	0.653574	0	0	0	0	0	0	0	0	0.191788	0.135485	0.238737	0.127765	0	0.511048	0	0	0.171715	0.275002	0	0.14173	0.446064	0	0.379996	0	0.129658	0	0	0	0	0.349068	0	0.151154	0	0	0	0	0	0.214159
hsa-mir-6751	0	0	0	0	0	0	0.161185	0.119765	0	0	0	0	0.201365	0	0.160122	0	0	0.176207	0	0	0	0.161672	0.154856	0	0	0	0.145777	0.326787	0	0	0.193183	0	0	0	0	0.562173	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160888	0	0	0.129658	0	0	0	0	0	0	0	0	0.252245	0	0	0	0.214159
hsa-mir-6752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18033	0	0	0	0	0	0	0	0	0.217747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.134329	0	0	0	0	0	0	0	0	0	0	0	0	0.201698	0	0	0	0	0	0	0.196199	0	0
hsa-mir-6753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6754	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0	0	0	0.234403	0	0	0	0	0	0	0.117476	0.145777	0.163393	0	0	0	0	0	0	0.166014	0	0	0.135485	0	0	0	0	0.146601	0	0	0	0	0	0.669096	0.160888	0	0.219953	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214159
hsa-mir-6755	0.417007	0.117718	0	1.311312	0	0	0.161185	0.958117	0	0.345108	0	0.783467	0.604094	0.223044	0.480366	0.54099	0.261082	0.176207	0.468805	0.500138	0.198563	0	0.929136	0.437479	0.435494	0.117476	0.437331	0.326787	0.53529	0.751544	0.579548	0	0.137594	0.199382	0.166014	0	0.191788	1.083881	0.477475	0.638825	0.616397	0.681398	0.146601	0.402987	0.515145	0.137501	0.737671	0.425189	1.11516	0.321775	1.646651	0.439906	2.074531	0.270178	0.367906	0.375453	0.605094	0.349068	0.223388	0.906924	0.231983	0	0.321413	1.177193	0.888988	0.856637
hsa-mir-6756	0	0	0.4047	0	0	0.235277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291653	0	0	0.145777	0	0	0	0	0	0	0	0	0	0.191788	0	0	0.127765	0	0	0	0	0.171715	0	0	0	0	0	0	0	0	0.270178	0	0.125151	0	0.232712	0	0	0	0	0	0	0.126998	0
hsa-mir-6757	0	0	0	0.11921	0	0.235277	0.161185	0	0.171812	0	0	0	0	0	0	0	0	0.176207	0.234403	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0	0	0	0	0	0	0.154099	0	0	0	0.171715	0	0	0.425189	0	0.160888	0	0.219953	0	0	0	0	0	0.116356	0	0	0	0	0	0.196199	0.126998	0
hsa-mir-6758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130541	0	0	0	0	0	0.309712	0	0	0	0	0	0	0	0.193183	0	0	0	0.166014	0	0	0	0	0	0	0	0	0.134329	0	0	0	0	0	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126998	0
hsa-mir-6759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-676	0.55601	0.824025	0	0.953682	4.400909	1.882216	2.578964	0.718588	3.608056	1.38043	3.137364	1.566933	0.604094	0.446088	1.120854	2.163962	3.524613	0.881034	2.109623	1.250345	3.574138	3.071773	0.929136	1.458263	3.483951	3.406801	1.457771	11.274145	1.070581	2.104322	2.125009	2.627279	2.889476	2.990726	0.332027	3.091953	0.767151	8.129109	1.193687	6.899315	3.236083	2.384892	0.293203	1.074631	2.747441	2.612517	1.180273	2.125946	0.223032	0.965326	1.266655	2.419485	0.518633	0.540355	1.103717	1.626961	1.613584	3.025259	2.010492	1.662693	1.62388	1.261226	6.106841	2.550584	0	2.35575
hsa-mir-6760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6761	0.417007	0	0	0.357631	0.209567	0.235277	0	0.479058	0	0	0.149398	0	0	0.223044	0.160122	0.18033	0	0	0.234403	0	0	0	0	0.145826	0.217747	0	0	0.49018	0	0	0	0	0.412782	0	1.328109	0	0.191788	0	0	0	0.154099	0	0.146601	0.134329	0.171715	0	0.295068	0.283459	0	0	0	0	0.648291	0	0.367906	0.125151	0	0.232712	0	0	0	0	0	0.588596	0.126998	0
hsa-mir-6762	0	0	0	0	0	0	0.161185	0	0	0	0	0.261156	0	0	0.160122	0	0	0	0	0.250069	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0.166014	0	0	0	0	0	0	0	0	0	0.171715	0	0	0	0	0	0	0	0.129658	0	0	0	0.201698	0	0	0	0	0	0	0	0	0
hsa-mir-6763	0.139002	0.117718	0	0	0.419134	0	0	0	0.171812	0	0.149398	0.522311	0	0.223044	0	0	0.261082	0.176207	0.234403	0.250069	0.59569	0	0.154856	0	0.217747	0.234952	0	0	0	0.150309	0.193183	0	0	0.199382	0	0	0.191788	0.135485	0	0.127765	0	0.170349	0	0	0	0.412503	0.147534	0	0	0	0	0	0	0.270178	0.183953	0	0	0	0	0.151154	0	0.252245	0	0	0	0.214159
hsa-mir-6764	0	0	0	0.11921	0.209567	0	0	0.119765	0.343624	0.172554	0.448195	0	0.402729	0	0.320244	0	0	0.176207	0	0	0	0	0.154856	0.145826	0	0	0	0	0	0.300617	0.193183	0	0	0	0.332027	0.562173	0.383576	0.135485	0	0.127765	0	0	0.146601	0	0	0.550004	0	0	0	0.160888	0.126665	0	0.129658	0	0	0	0	0	0.446776	0.151154	0.231983	0	0	0.196199	0	0
hsa-mir-6765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6766	0.417007	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0.130541	0.176207	0	0	0	0	0	0	0	0.117476	0	0	0	0	0	0.14596	0	0.199382	0.166014	0	0	0.135485	0	0	0	0	0.146601	0.402987	0	0	0	0	0	0	0.253331	0	0.388975	0	0	0	0	0.116356	0	0	0	0.252245	0	0.196199	0	0.214159
hsa-mir-6767	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.170349	0.146601	0	0	0	0	0	0	0	0	0	0	0	0.183953	0	0	0	0	0	0	0	0	0.196199	0	0
hsa-mir-6768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6769a	0	0.117718	0	0	0	0	0	0.119765	0	0	0	0	0	0	0.160122	0	0	0	0	0	0	0	0	0	0.435494	0	0	0.163393	0	0	0	0	0.137594	0	0	0	0	0.135485	0	0	0	0	0	0.134329	0	0.275002	0	0	0	0	0.126665	0	0.259316	0	0.183953	0.125151	0	0	0	0	0	0	0.321413	0	0	0
hsa-mir-6769b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160122	0	0	0	0	0	0	0	0	0	0	0	0.145777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6770-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6770-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6770-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6772	0	0	0	0	0	0	0.161185	0	0	0	0	0	0	0	0	0	0.130541	0	0	0.250069	0	0	0	0.145826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.127765	0	0	0	0	0	0	0	0.14173	0	0	0	0	0	0	0.183953	0	0	0.116356	0	0	0	0	0	0	0	0
hsa-mir-6773	0	0	0	0	0	0	0	0.239529	0	0	0	0	0	0	0	0.18033	0.261082	0	0	0	0	0	0	0.145826	0	0	0	0	0	0	0.193183	0	0	0	0	0	0	0.27097	0	0	0	0	0	0	0	0	0	0	0.669096	0	0.759993	0	0.518633	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6774	0	0	0	0	0	0	0	0	0	0	0.298797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145777	0.163393	0	0	0	0	0.137594	0	0	0	0	0	0	0	0	0	0	0	0	0.137501	0	0	0.223032	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6775	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6776	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0	0.130541	0	0.234403	0	0	0	0.309712	0	0	0	0	0	0	0	0	0	0	0	0.166014	0	0	0	0	0	0	0	0	0	0	0	0.147534	0	0.223032	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6777	0.139002	0.117718	0	0.11921	0.209567	0	0.32237	0.119765	0.171812	0.862769	0	0	0.402729	0	0.480366	0	0.130541	0.881034	0.234403	1.250345	0.198563	0	0.154856	0	0	0.234952	0.291554	0.49018	0.267645	0	0.193183	0.29192	0	0.199382	0	0	0.191788	0	0	0.127765	0	0.340699	0.146601	0.402987	0	0	0	0.283459	0.446064	0.160888	1.013324	0.219953	0.259316	0.270178	0	0.125151	0.201698	0	0	0.151154	0.231983	0.252245	0.642825	0	0.380995	0.428318
hsa-mir-6778	0	0	0	0	0	0	0	0	0	0.172554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6779	0	0	0	0.11921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145777	0	0	0	0	0	0	0	0	0	0.191788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129658	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-6780a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163393	0	0	0	0	0	0	0.166014	0	0	0	0	0	0.154099	0	0	0	0	0.137501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231983	0	0	0	0	0.214159
hsa-mir-6780b	0	0	0	0	0	0	0	0.119765	0	0	0	0	0	0	0	0.18033	0	0.176207	0	0	0.198563	0	0	0	0	0	0	0	0	0	0	0	0	0	0.332027	0	0	0	0	0.25553	0	0	0	0	0	0	0	0	0	0	0.126665	0	0	0	0	0	0	0	0.223388	0	0	0	0	0	0	0
